,AMC,SAM,TZP,CFZ,FEP,FOX,CAZ,CRO,CXM,ETP,IPM,MEM,CHL,FOS,AMK,GEN,TOB,CIP,LVX,NIT,MIN,TET,SXT,CTX,CZA,AZM,AMP,MXF,NOR,NAL,STR,AZI,XNL,SUL,DOX,KAN,COL
2016-0102,R,R,S,R,S,I,R,R,R,R,S,S,S,S,S,R,R,R,S,S,S,R,R,,,R,,S,R,,,,,,,,I
2016-0103,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,R,R,R,S,S,S,R,R,,,I,,S,R,,,,,,,,I
2016-0104,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,S,S,R,S,S,S,R,R,,,I,,S,R,,,,,,,,I
2016-0105,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0109,S,R,S,I,S,S,S,S,I,S,S,S,R,S,S,R,R,S,S,I,R,R,R,,,S,,S,S,,,,,,,,R
2016-0110,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,R,S,I,R,R,,,S,,I,I,,,,,,,,I
2016-0113,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0114,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2016-0115,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0117,S,R,S,R,R,S,I,R,R,S,S,S,S,S,S,R,I,S,I,S,S,R,S,,,R,,S,R,,,,,,,,I
2016-0120,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,S,S,R,S,S,S,R,R,,,R,,S,R,,,,,,,,I
2016-0125,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0127,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,S,S,R,S,,,S,,I,R,,,,,,,,I
2016-0132,S,S,S,S,R,R,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0134,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-0135,S,R,S,S,R,S,S,R,R,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,R,,S,S,,,,,,,,R
2016-0136,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,I,R,S,,,R,,S,S,,,,,,,,R
2016-0138,S,S,S,S,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0140,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0141,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0143,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0144,S,S,S,R,R,R,R,R,R,S,S,S,S,S,S,S,S,R,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0145,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0147,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0148,S,S,S,S,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0149,S,S,S,S,R,S,R,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0151,S,S,S,S,R,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0152,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,R,R,S,S,S,S,,,R,,I,S,,,,,,,,R
2016-0153,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0154,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0155,S,S,S,S,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0157,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0160,S,S,S,S,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2016-0162,I,R,S,R,R,S,S,R,S,S,S,S,S,S,S,S,S,R,R,S,S,R,S,,,R,,I,R,,,,,,,,R
2016-0163,S,S,S,S,R,S,S,R,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,R,,S,S,,,,,,,,R
2016-0164,S,S,S,S,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0165,S,I,S,S,R,R,S,R,R,S,S,S,R,S,S,R,R,S,S,S,I,R,R,,,R,,S,S,,,,,,,,R
2016-0168,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,S,R,,,S,,S,S,,,,,,,,I
2016-0169,S,S,S,S,R,S,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0171,S,I,S,S,R,S,R,R,S,S,S,S,R,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0172,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0174,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0176,S,I,S,S,R,S,S,R,R,S,S,S,R,S,S,R,R,R,R,S,S,R,R,,,R,,I,R,,,,,,,,R
2016-0177,S,S,S,S,R,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,I
2016-0179,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,I,S,R,S,,,R,,S,S,,,,,,,,R
2016-0182,S,I,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0184,S,S,S,S,R,R,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0185,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0186,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0186-1,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,S,S,R,S,,,S,,I,R,,,,,,,,I
2016-0189,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0190,S,S,S,S,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0192,S,I,S,S,I,S,S,R,I,R,S,S,S,R,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2016-0194,S,I,S,S,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,R,,S,S,,,,,,,,R
2016-0196,S,I,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0199,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0200,S,S,S,S,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0202,S,S,S,R,R,R,R,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0203,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-0204,S,S,S,I,R,S,R,R,I,S,S,S,S,R,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0206,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0208,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0214-2,I,R,I,R,R,S,S,R,R,S,S,S,R,S,S,S,I,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0219,S,I,S,I,S,S,S,S,S,S,R,S,R,S,S,S,S,R,R,R,I,R,R,,,S,,R,S,,,,,,,,R
2016-0219-2,S,I,S,R,R,R,R,R,R,S,S,S,S,S,S,S,I,S,S,S,R,R,S,,,R,,R,S,,,,,,,,R
2016-0225,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0231,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0250,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,R
2016-0260,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0264,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,S,S,S,,,S,,S,S,,,,,,,,I
2016-0265,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0266,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0267,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0268,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0270,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0272,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0273,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0275,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0276,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0282,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0288,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0290,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0291,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0293,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0294,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0295,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,R,S,S,S,R,,,S,,I,R,,,,,,,,I
2016-0299,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0301,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0310,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0314,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-0315,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,R
2016-0316,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0317,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0324,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0325,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0328,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,R,R,S,S,R,R,,,S,,I,R,,,,,,,,I
2016-0329,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0330,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0337,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0339,I,R,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,R,S,,,S,,I,R,,,,,,,,I
2016-0340,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0342,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0343,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0348,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0352,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,R,I,S,R,R,,,S,,I,R,,,,,,,,I
2016-0355,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0358,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0362,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0364,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0366,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0367,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0370-1,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0379,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,R,I,R,R,S,I,R,R,,,S,,R,R,,,,,,,,I
2016-0384,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2016-0394,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,R,R,S,R,R,,,S,,R,I,,,,,,,,I
2016-0395,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,I,S,R,S,,,S,,S,S,,,,,,,,I
2016-0406,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-0407,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,R,,S,S,,,,,,,,I
2016-0410,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0411,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0415,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0417,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0418,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0421,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0428,S,S,S,S,R,R,R,R,R,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,R,,S,S,,,,,,,,R
2016-0432,S,S,R,S,I,S,R,R,I,S,S,S,S,S,S,S,S,R,S,S,S,I,S,,,I,,S,S,,,,,,,,I
2016-0433,S,S,S,S,R,I,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0434,S,S,S,S,R,S,R,I,I,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0435,S,S,S,S,R,R,S,R,R,S,S,S,R,S,S,S,S,S,S,S,S,S,S,,,R,,S,S,,,,,,,,R
2016-0441,S,R,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-0445,S,I,S,S,R,R,R,R,R,S,S,S,S,S,S,S,S,S,S,S,S,R,S,,,R,,S,S,,,,,,,,R
2016-0449,S,S,S,S,R,S,S,S,R,S,S,S,S,S,S,S,I,S,S,S,S,R,R,,,I,,S,S,,,,,,,,I
2016-0451,S,I,S,I,S,S,S,S,I,S,S,S,R,S,S,S,S,R,R,S,I,R,R,,,S,,I,R,,,,,,,,I
2016-0461,S,R,S,R,R,R,S,R,R,S,S,S,R,S,S,S,I,S,S,S,I,R,R,,,R,,S,S,,,,,,,,R
2016-0461-1,S,S,S,S,S,S,R,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0468-1,R,R,S,S,S,R,I,R,R,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0468-2,R,R,S,R,S,R,R,R,R,S,S,S,R,S,S,S,S,R,S,S,S,R,R,,,R,,S,R,,,,,,,,I
2016-0473,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0480,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,S,R,R,,,S,,S,S,,,,,,,,I
2016-0481,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0483,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2016-0490,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-0498,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-0501,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,S,S,R,S,,,S,,I,R,,,,,,,,I
2016-0502,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0002,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2017-0004,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,R,S,I,R,S,,,S,,I,R,,,,,,,,I
2017-0019,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0027,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,R,R,S,,,R,,S,S,,,,,,,,R
2017-0035,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,I,S,R,S,,,S,,S,S,,,,,,,,I
2017-0036,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,R,S,,,,,,,,I
2017-0048,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,I,S,R,S,,,S,,I,S,,,,,,,,I
2017-0050,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,S,R,R,,,S,,I,R,,,,,,,,I
2017-0053,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0058,I,R,S,R,I,S,S,R,R,S,S,S,R,S,S,R,R,R,R,S,I,R,R,,,R,,R,R,,,,,,,,R
2017-0060,I,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2017-0072,S,S,S,S,S,S,S,S,I,S,S,S,R,S,S,S,S,R,R,R,R,R,S,,,S,,R,S,,,,,,,,I
2017-0077,I,R,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-0082,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0085,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0087,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,I,S,R,S,,,S,,S,S,,,,,,,,I
2017-0088,I,R,S,S,S,S,S,S,I,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,I,,S,I,,,,,,,,I
2017-0090,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0096,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,R,S,R,S,,,S,,I,S,,,,,,,,I
2017-0099,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-0108,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2017-0111,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0136,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2017-0137,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0140,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,I,R,R,,,S,,S,I,,,,,,,,I
2017-0141,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2017-0149,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,I,R,R,S,,,I,,S,S,,,,,,,,R
2017-0162,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2017-0166,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0169,S,I,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,S,R,S,,,R,,R,S,,,,,,,,I
2017-0173,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2017-0174,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2017-0188,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0192,S,I,S,I,S,S,S,S,I,S,S,S,R,S,S,R,R,R,R,S,I,R,R,,,S,,I,R,,,,,,,,I
2017-0206,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0209,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,R,S,R,S,,,S,,S,S,,,,,,,,I
2017-0216,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0219,S,I,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,R,,R,S,,,,,,,,I
2017-0238,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,I,,,,,,,,I
2017-0246,S,R,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,S,S,S,S,R,S,,,R,,R,S,,,,,,,,I
2017-0249,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,I,S,R,S,,,S,,S,S,,,,,,,,I
2017-0254,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2017-0256,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2017-0257,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,S,R,R,,,S,,S,S,,,,,,,,I
2017-0263,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0277,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2017-0282,S,I,S,I,S,S,S,S,S,S,R,S,R,S,S,S,S,S,S,R,I,R,S,,,S,,S,S,,,,,,,,R
2017-0307,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2017-0308,I,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-0322,S,I,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,R,S,R,S,R,S,,,S,,R,S,,,,,,,,I
2017-0331,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2017-0335,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
